epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,36.6458,1.80155,4.12031,1.21306,0.24276,0.22855,0.12053,0.06103,1.72738,2.6415,1.16042,0.000367113,0.000367113,0.000367113
2,50.4552,1.94,2.73355,1.25817,0.27224,0.24222,0.16811,0.08952,1.73633,2.59264,1.2435,0.000735013,0.000735013,0.000735013
3,64.3662,1.96256,2.66675,1.28703,0.2836,0.23984,0.09432,0.04702,1.88305,2.95608,1.32427,0.00110047,0.00110047,0.00110047
4,77.7474,1.98705,2.54085,1.32474,0.50553,0.21127,0.15466,0.08083,1.82568,3.33552,1.30485,0.0011,0.0011,0.0011
5,91.4074,1.97948,2.4147,1.31257,0.16787,0.28892,0.11644,0.06284,1.76339,4.41653,1.28637,0.00109633,0.00109633,0.00109633
6,104.801,1.97542,2.41511,1.28502,0.25129,0.25823,0.18417,0.09772,1.77827,2.22839,1.27408,0.00109267,0.00109267,0.00109267
7,118.612,1.97655,2.40413,1.28381,0.22054,0.23447,0.16433,0.08221,1.85711,2.36114,1.30705,0.001089,0.001089,0.001089
8,132.402,1.89657,2.26771,1.2627,0.24791,0.23242,0.15581,0.08179,1.74371,2.88736,1.23861,0.00108534,0.00108534,0.00108534
9,145.964,1.92732,2.29393,1.28372,0.26539,0.22408,0.17505,0.09259,1.77868,2.36619,1.26994,0.00108167,0.00108167,0.00108167
10,159.492,1.84416,2.17735,1.22365,0.31368,0.28377,0.2167,0.10786,1.78541,2.21622,1.25317,0.001078,0.001078,0.001078
11,173.618,1.86937,2.31935,1.25681,0.36165,0.23255,0.21617,0.12263,1.72153,2.15508,1.26271,0.00107434,0.00107434,0.00107434
12,187.463,1.84362,2.22458,1.25358,0.31927,0.25962,0.19907,0.11214,1.72334,nan,1.26211,0.00107067,0.00107067,0.00107067
13,201.09,1.86342,2.22664,1.27192,0.30304,0.28084,0.2067,0.11854,1.66697,2.39419,1.24496,0.001067,0.001067,0.001067
14,214.617,1.79567,2.07569,1.2263,0.36479,0.23792,0.24003,0.13164,1.66832,1.97467,1.19686,0.00106334,0.00106334,0.00106334
15,228.507,1.75287,2.05951,1.23371,0.34034,0.30594,0.24624,0.13073,1.70878,2.01415,1.24484,0.00105967,0.00105967,0.00105967
16,242.061,1.7766,1.99468,1.21287,0.30515,0.32085,0.25629,0.13204,1.73332,1.98008,1.23862,0.00105601,0.00105601,0.00105601
17,256.025,1.77082,2.03325,1.24932,0.33936,0.30437,0.24649,0.1291,1.675,2.11364,1.21859,0.00105234,0.00105234,0.00105234
18,269.561,1.71949,2.02675,1.21647,0.37932,0.28588,0.24596,0.12631,1.72289,2.00455,1.24111,0.00104867,0.00104867,0.00104867
19,283.152,1.73857,1.96795,1.1935,0.3854,0.28758,0.25467,0.14044,1.64608,2.00096,1.21575,0.00104501,0.00104501,0.00104501
20,296.882,1.68773,1.92778,1.18437,0.348,0.30134,0.24991,0.13554,1.59703,1.98388,1.17917,0.00104134,0.00104134,0.00104134
21,310.57,1.67293,1.94455,1.17158,0.3401,0.31764,0.23894,0.13454,1.63271,2.16706,1.20616,0.00103767,0.00103767,0.00103767
22,323.968,1.70609,1.92132,1.15892,0.36611,0.29874,0.27576,0.15825,1.56522,1.9195,1.16318,0.00103401,0.00103401,0.00103401
23,337.764,1.65887,1.89798,1.16698,0.4118,0.3729,0.29623,0.16122,1.60426,1.8821,1.17011,0.00103034,0.00103034,0.00103034
24,351.621,1.68679,1.8786,1.18393,0.39325,0.33029,0.29475,0.16701,1.55087,1.92058,1.17276,0.00102668,0.00102668,0.00102668
25,365.551,1.72108,1.86301,1.15298,0.39159,0.36037,0.30521,0.15853,1.62247,1.88342,1.1834,0.00102301,0.00102301,0.00102301
26,379.036,1.6576,1.80835,1.1673,0.37604,0.375,0.30157,0.1726,1.58113,1.93616,1.17613,0.00101934,0.00101934,0.00101934
27,392.762,1.63277,1.78575,1.15316,0.33391,0.33444,0.28494,0.15883,1.66877,1.91659,1.20543,0.00101568,0.00101568,0.00101568
28,406.547,1.64154,1.80268,1.15623,0.44098,0.33614,0.3027,0.16594,1.55971,1.96795,1.15945,0.00101201,0.00101201,0.00101201
29,420.285,1.69846,1.79255,1.19229,0.48484,0.27432,0.30001,0.16539,1.6223,1.82339,1.20737,0.00100834,0.00100834,0.00100834
30,433.741,1.63064,1.82529,1.1411,0.42537,0.3472,0.31246,0.16776,1.62964,1.94832,1.20681,0.00100468,0.00100468,0.00100468
31,447.237,1.63071,1.77925,1.14021,0.34499,0.31156,0.25723,0.14898,1.59859,2.07743,1.19455,0.00100101,0.00100101,0.00100101
32,460.676,1.5612,1.66801,1.10958,0.35187,0.36783,0.3082,0.17029,1.53201,1.80968,1.15258,0.000997345,0.000997345,0.000997345
33,474.462,1.61107,1.69095,1.13824,0.47387,0.29375,0.30097,0.17684,1.52107,1.81506,1.167,0.000993678,0.000993678,0.000993678
34,488.272,1.60862,1.69061,1.13796,0.37936,0.3568,0.2991,0.16957,1.54573,1.90334,1.16092,0.000990012,0.000990012,0.000990012
35,501.91,1.66598,1.73954,1.17066,0.39033,0.35833,0.29516,0.16445,1.54573,1.95348,1.14264,0.000986346,0.000986346,0.000986346
36,515.63,1.58112,1.7106,1.13022,0.40316,0.36483,0.30861,0.17409,1.5487,1.88325,1.15439,0.000982679,0.000982679,0.000982679
37,529.365,1.52684,1.62389,1.12612,0.39688,0.35581,0.29594,0.1675,1.51347,1.9341,1.15134,0.000979013,0.000979013,0.000979013
38,542.933,1.52873,1.64676,1.1255,0.3776,0.3825,0.32152,0.18759,1.5351,1.77302,1.15929,0.000975347,0.000975347,0.000975347
39,556.799,1.5806,1.68976,1.12959,0.4311,0.34052,0.31382,0.18563,1.51636,1.84023,1.18424,0.000971681,0.000971681,0.000971681
40,570.563,1.49822,1.61261,1.10515,0.39813,0.40446,0.34119,0.18789,1.53956,1.79827,1.15129,0.000968014,0.000968014,0.000968014
41,584.496,1.54214,1.60527,1.10042,0.39626,0.38521,0.33536,0.19488,1.50962,1.76359,1.1508,0.000964348,0.000964348,0.000964348
42,598.426,1.62273,1.60933,1.11785,0.47192,0.3298,0.32975,0.1906,1.49142,1.81032,1.14544,0.000960682,0.000960682,0.000960682
43,611.98,1.5474,1.59897,1.1069,0.3865,0.40208,0.33454,0.18849,1.54832,1.80706,1.142,0.000957015,0.000957015,0.000957015
44,625.431,1.54517,1.59233,1.10844,0.42019,0.38028,0.33846,0.19658,1.46678,1.87648,1.122,0.000953349,0.000953349,0.000953349
45,639.137,1.52291,1.5928,1.09712,0.39646,0.35323,0.30855,0.18151,1.48243,1.822,1.14895,0.000949683,0.000949683,0.000949683
46,652.615,1.50553,1.54467,1.11325,0.37712,0.41452,0.33355,0.19025,1.57489,1.69269,1.1864,0.000946016,0.000946016,0.000946016
47,666.386,1.52556,1.558,1.10401,0.46357,0.37667,0.32839,0.18776,1.52538,1.96621,1.16316,0.00094235,0.00094235,0.00094235
48,679.992,1.50636,1.54299,1.08253,0.44652,0.38131,0.34864,0.19041,1.52974,1.8936,1.15161,0.000938684,0.000938684,0.000938684
49,693.57,1.46415,1.4943,1.09787,0.45093,0.32469,0.32658,0.18945,1.51719,1.80386,1.15825,0.000935018,0.000935018,0.000935018
50,707.111,1.51765,1.48025,1.09287,0.40276,0.41815,0.32907,0.19014,1.51905,1.81076,1.15738,0.000931351,0.000931351,0.000931351
51,720.665,1.4762,1.45293,1.0854,0.5012,0.37113,0.33887,0.19389,1.50182,1.87048,1.14477,0.000927685,0.000927685,0.000927685
52,734.228,1.50144,1.46197,1.08028,0.51707,0.36219,0.35635,0.21027,1.4698,1.75721,1.14504,0.000924019,0.000924019,0.000924019
53,747.988,1.50458,1.44585,1.09326,0.38813,0.38888,0.34294,0.19975,1.50422,1.79858,1.16123,0.000920352,0.000920352,0.000920352
54,761.665,1.47759,1.45327,1.07416,0.47014,0.37571,0.35101,0.20628,1.51269,1.81166,1.17453,0.000916686,0.000916686,0.000916686
55,775.322,1.45775,1.38634,1.0603,0.42589,0.37356,0.32459,0.18459,1.54361,1.89738,1.16845,0.00091302,0.00091302,0.00091302
56,788.841,1.46219,1.40158,1.07786,0.42738,0.37835,0.33044,0.18581,1.51997,1.92594,1.15456,0.000909353,0.000909353,0.000909353
57,802.426,1.47306,1.42902,1.07244,0.45232,0.39495,0.34153,0.19667,1.47532,1.8215,1.12631,0.000905687,0.000905687,0.000905687
58,815.878,1.43312,1.41596,1.06631,0.47144,0.40862,0.33684,0.18983,1.56369,1.82083,1.20057,0.000902021,0.000902021,0.000902021
59,829.637,1.47922,1.47382,1.09932,0.51939,0.32456,0.33671,0.202,1.46418,1.86103,1.12807,0.000898355,0.000898355,0.000898355
60,843.39,1.4647,1.43654,1.0784,0.42262,0.38785,0.3656,0.21477,1.49589,1.68948,1.1288,0.000894688,0.000894688,0.000894688
61,857.102,1.46251,1.3888,1.09086,0.43065,0.4246,0.37166,0.21544,1.54468,1.77322,1.18094,0.000891022,0.000891022,0.000891022
62,870.871,1.4169,1.38816,1.05971,0.43123,0.36418,0.34078,0.19882,1.47174,1.80792,1.13761,0.000887356,0.000887356,0.000887356
63,884.523,1.43994,1.41177,1.08014,0.39817,0.40659,0.34218,0.19824,1.53184,1.76044,1.15929,0.000883689,0.000883689,0.000883689
64,897.957,1.44884,1.36171,1.07882,0.40182,0.42364,0.35297,0.20101,1.50808,1.77403,1.14151,0.000880023,0.000880023,0.000880023
65,911.974,1.43502,1.35608,1.06975,0.42516,0.40554,0.36435,0.20565,1.48451,1.79867,1.13021,0.000876357,0.000876357,0.000876357
66,925.467,1.39482,1.29897,1.06135,0.44664,0.41567,0.36937,0.21217,1.50504,1.76792,1.14519,0.000872691,0.000872691,0.000872691
67,938.956,1.43181,1.35098,1.066,0.46244,0.40452,0.3744,0.2124,1.46819,1.75445,1.10303,0.000869024,0.000869024,0.000869024
68,952.542,1.40294,1.33918,1.04858,0.4418,0.38358,0.34022,0.19753,1.46026,1.97148,1.13007,0.000865358,0.000865358,0.000865358
69,965.895,1.38898,1.2982,1.02267,0.44151,0.40186,0.37653,0.21566,1.50987,1.75625,1.16056,0.000861692,0.000861692,0.000861692
70,979.628,1.40629,1.32189,1.04684,0.48208,0.41764,0.37881,0.22709,1.4165,1.68647,1.10157,0.000858025,0.000858025,0.000858025
71,993.362,1.37054,1.25864,1.02469,0.43694,0.40578,0.36321,0.21283,1.46933,1.78994,1.14187,0.000854359,0.000854359,0.000854359
72,1006.82,1.40005,1.34519,1.0419,0.462,0.41392,0.35654,0.20368,1.46913,1.75769,1.15284,0.000850693,0.000850693,0.000850693
73,1020.25,1.38091,1.26261,1.03327,0.47738,0.38697,0.36184,0.21473,1.49239,1.83065,1.15175,0.000847026,0.000847026,0.000847026
74,1034,1.42067,1.30452,1.06522,0.48542,0.37278,0.35718,0.20887,1.50624,1.93101,1.16397,0.00084336,0.00084336,0.00084336
75,1047.66,1.38002,1.3037,1.0345,0.45899,0.38044,0.34916,0.20242,1.55691,1.91497,1.19688,0.000839694,0.000839694,0.000839694
76,1061.28,1.37775,1.24863,1.03507,0.53683,0.39402,0.37998,0.22175,1.47435,1.76519,1.15514,0.000836027,0.000836027,0.000836027
77,1074.98,1.37313,1.20988,1.05095,0.42123,0.42505,0.35589,0.20799,1.48112,1.81459,1.1209,0.000832361,0.000832361,0.000832361
78,1088.4,1.3889,1.25688,1.03922,0.49855,0.37788,0.36395,0.21076,1.49289,1.71063,1.14001,0.000828695,0.000828695,0.000828695
79,1102.2,1.36706,1.24875,1.02848,0.45577,0.39024,0.37393,0.22559,1.46612,1.774,1.15447,0.000825029,0.000825029,0.000825029
80,1115.68,1.39125,1.24616,1.04778,0.44723,0.38525,0.36225,0.21667,1.52298,1.83139,1.16296,0.000821362,0.000821362,0.000821362
81,1129.19,1.3153,1.18032,1.0133,0.40202,0.39423,0.36028,0.21777,1.51651,1.81255,1.18371,0.000817696,0.000817696,0.000817696
82,1142.77,1.36782,1.23757,1.03381,0.43505,0.39787,0.36023,0.21125,1.4835,1.74793,1.13638,0.00081403,0.00081403,0.00081403
83,1156.53,1.3386,1.174,1.02567,0.4785,0.39057,0.36011,0.2171,1.52082,1.76668,1.18807,0.000810363,0.000810363,0.000810363
84,1169.96,1.3969,1.2296,1.03651,0.46012,0.40169,0.35547,0.20605,1.53154,1.89836,1.15422,0.000806697,0.000806697,0.000806697
85,1183.37,1.35091,1.18923,1.03688,0.42094,0.4283,0.36356,0.21761,1.48882,1.76919,1.16326,0.000803031,0.000803031,0.000803031
86,1196.78,1.3146,1.18425,1.03171,0.44392,0.40497,0.36236,0.21747,1.49871,1.79997,1.17442,0.000799365,0.000799365,0.000799365
87,1210.57,1.34859,1.16584,1.02631,0.41524,0.44291,0.37858,0.22358,1.47246,1.66766,1.15263,0.000795698,0.000795698,0.000795698
88,1224.01,1.28876,1.12861,1.02174,0.4707,0.39068,0.377,0.2238,1.49179,1.75086,1.16427,0.000792032,0.000792032,0.000792032
