epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,21.4111,3.60249,5.29421,3.30759,0.66349,0.02798,0.02621,0.00807,3.04861,3.94089,2.98871,0.000330729,0.000330729,0.0672578
2,39.301,2.81243,3.76386,2.76426,0.28668,0.14541,0.06172,0.02378,2.35754,6.39574,2.61928,0.000661871,0.000661871,0.0342556
3,56.6891,2.47593,3.44464,2.44603,0.09825,0.1802,0.06373,0.02937,2.24175,3.09862,2.34565,0.000990813,0.000990813,0.00125123
4,74.2048,2.35148,3.31749,2.25876,0.08953,0.15906,0.06779,0.0294,2.07762,3.28243,2.18349,0.0009901,0.0009901,0.0009901
5,91.4676,2.17164,3.14531,2.12335,0.10078,0.24775,0.0901,0.04295,1.94956,2.93957,2.05309,0.0009868,0.0009868,0.0009868
6,108.966,2.08461,3.03334,2.03563,0.10852,0.21185,0.10042,0.04902,1.86955,2.68946,1.96078,0.0009835,0.0009835,0.0009835
7,126.342,2.01388,2.99935,2.00423,0.1327,0.22324,0.10251,0.05338,1.8112,2.72262,1.90323,0.0009802,0.0009802,0.0009802
8,143.686,1.99132,2.91317,1.92107,0.11388,0.28441,0.09932,0.04616,1.87551,2.90019,1.91345,0.0009769,0.0009769,0.0009769
9,161.111,1.966,2.86755,1.87737,0.15068,0.21868,0.1197,0.06058,1.79792,2.65303,1.84936,0.0009736,0.0009736,0.0009736
10,178.409,1.91665,2.8116,1.85397,0.15826,0.21065,0.10992,0.05398,1.82404,2.69926,1.85516,0.0009703,0.0009703,0.0009703
11,195.775,1.86222,2.74331,1.81086,0.1905,0.25147,0.14608,0.07431,1.74904,2.54711,1.80317,0.000967,0.000967,0.000967
12,213.16,1.89106,2.76159,1.82165,0.18413,0.25483,0.12351,0.05965,1.75252,2.60625,1.80494,0.0009637,0.0009637,0.0009637
13,230.663,1.83955,2.72724,1.81497,0.11325,0.24434,0.09513,0.0462,1.74651,2.70288,1.79615,0.0009604,0.0009604,0.0009604
14,248.082,1.86557,2.69073,1.77491,0.15932,0.22303,0.14284,0.07233,1.73352,2.65078,1.73858,0.0009571,0.0009571,0.0009571
15,265.938,1.83792,2.64729,1.78917,0.18344,0.21434,0.12267,0.06762,1.69081,3.97997,1.74561,0.0009538,0.0009538,0.0009538
16,283.387,1.81205,2.65057,1.77641,0.38206,0.27828,0.17217,0.09568,1.68817,2.43879,1.73097,0.0009505,0.0009505,0.0009505
17,300.635,1.83051,2.59667,1.7403,0.21848,0.26978,0.18492,0.09536,1.69603,2.44465,1.73692,0.0009472,0.0009472,0.0009472
18,317.995,1.74304,2.57628,1.69658,0.17375,0.25421,0.1664,0.09054,1.64621,2.45453,1.68358,0.0009439,0.0009439,0.0009439
19,335.358,1.76322,2.54915,1.70037,0.24142,0.28883,0.18553,0.10448,1.64747,2.39977,1.69906,0.0009406,0.0009406,0.0009406
20,352.663,1.78657,2.50756,1.71835,0.24863,0.34745,0.22015,0.11287,1.66724,2.54587,1.70806,0.0009373,0.0009373,0.0009373
21,369.974,1.71502,2.44711,1.66578,0.19117,0.3636,0.21235,0.11783,1.61245,2.37612,1.66932,0.000934,0.000934,0.000934
22,387.416,1.71493,2.43215,1.65032,0.23109,0.33267,0.19585,0.10343,1.61285,2.41245,1.66342,0.0009307,0.0009307,0.0009307
23,404.835,1.74039,2.42946,1.66483,0.20762,0.3294,0.19785,0.10206,1.65615,2.49747,1.71718,0.0009274,0.0009274,0.0009274
24,422.077,1.75441,2.41239,1.70138,0.25109,0.34638,0.21763,0.12275,1.5995,2.32116,1.65532,0.0009241,0.0009241,0.0009241
25,439.358,1.70015,2.36281,1.67345,0.25461,0.32176,0.22368,0.12287,1.65793,2.31344,1.69029,0.0009208,0.0009208,0.0009208
26,456.909,1.71857,2.34186,1.64617,0.27091,0.31221,0.24086,0.12988,1.61994,2.30987,1.66721,0.0009175,0.0009175,0.0009175
27,474.318,1.65022,2.3161,1.60761,0.26858,0.30784,0.20804,0.1165,1.6409,2.39881,1.66971,0.0009142,0.0009142,0.0009142
28,491.695,1.68655,2.32311,1.6583,0.30735,0.32697,0.25975,0.13749,1.60149,2.31089,1.63349,0.0009109,0.0009109,0.0009109
29,509.113,1.67925,2.31069,1.6356,0.39218,0.33537,0.27893,0.15286,1.60422,2.35813,1.63756,0.0009076,0.0009076,0.0009076
30,526.418,1.67825,2.28105,1.65104,0.36478,0.31497,0.27986,0.14483,1.61466,2.22436,1.63326,0.0009043,0.0009043,0.0009043
31,544.111,1.64379,2.23751,1.59417,0.37188,0.3123,0.27386,0.15025,1.59685,2.19288,1.62979,0.000901,0.000901,0.000901
32,561.521,1.65883,2.2297,1.60714,0.27259,0.37083,0.25717,0.13955,1.59122,2.20018,1.63085,0.0008977,0.0008977,0.0008977
33,578.771,1.63782,2.23992,1.57729,0.37101,0.31883,0.27877,0.15231,1.60344,2.2998,1.62609,0.0008944,0.0008944,0.0008944
34,596.273,1.59359,2.15228,1.57387,0.38197,0.33724,0.29471,0.16976,1.57561,2.13704,1.62494,0.0008911,0.0008911,0.0008911
35,613.464,1.66373,2.18498,1.59191,0.36481,0.36071,0.29563,0.16613,1.58946,2.10962,1.64183,0.0008878,0.0008878,0.0008878
36,630.738,1.62632,2.18723,1.59553,0.4041,0.30593,0.29661,0.16647,1.56702,2.10907,1.59869,0.0008845,0.0008845,0.0008845
37,648.287,1.65282,2.20011,1.61328,0.3445,0.36863,0.3036,0.16965,1.55174,2.149,1.60566,0.0008812,0.0008812,0.0008812
38,665.68,1.62731,2.13376,1.57907,0.3854,0.32323,0.28264,0.15255,1.62018,2.20379,1.64446,0.0008779,0.0008779,0.0008779
39,682.886,1.60424,2.16972,1.58523,0.40189,0.34455,0.31133,0.17752,1.54627,2.14839,1.60378,0.0008746,0.0008746,0.0008746
40,700.402,1.61807,2.13572,1.58876,0.33173,0.384,0.3136,0.17705,1.54753,2.08265,1.6209,0.0008713,0.0008713,0.0008713
41,717.969,1.61956,2.11475,1.58433,0.41479,0.35662,0.31967,0.18027,1.5318,2.14623,1.57231,0.000868,0.000868,0.000868
42,735.37,1.59039,2.08011,1.56843,0.33543,0.37895,0.31614,0.17525,1.53975,2.19239,1.57127,0.0008647,0.0008647,0.0008647
43,752.737,1.57971,2.05643,1.55537,0.357,0.37743,0.28444,0.1564,1.56296,2.21928,1.59133,0.0008614,0.0008614,0.0008614
44,770.27,1.55363,2.02547,1.5416,0.39585,0.36015,0.32001,0.17806,1.5409,2.08815,1.59199,0.0008581,0.0008581,0.0008581
45,787.514,1.59865,2.04136,1.59377,0.36792,0.37402,0.32492,0.18531,1.53242,2.0173,1.60161,0.0008548,0.0008548,0.0008548
46,804.966,1.5619,2.07014,1.53604,0.43946,0.33786,0.30681,0.17147,1.58207,2.17248,1.60673,0.0008515,0.0008515,0.0008515
47,822.48,1.54719,2.03342,1.52836,0.49828,0.33502,0.35154,0.20876,1.51165,2.03142,1.56356,0.0008482,0.0008482,0.0008482
48,840.138,1.5442,2.01409,1.52743,0.48235,0.32455,0.32189,0.18641,1.50639,2.22433,1.54363,0.0008449,0.0008449,0.0008449
49,857.617,1.53163,1.96657,1.52206,0.31008,0.36794,0.28358,0.16424,1.53082,2.19066,1.58384,0.0008416,0.0008416,0.0008416
50,874.91,1.54209,1.9701,1.51659,0.39987,0.34638,0.31564,0.18167,1.52654,2.04218,1.58102,0.0008383,0.0008383,0.0008383
51,892.299,1.54352,1.92735,1.54628,0.37931,0.35041,0.30899,0.17771,1.5348,2.06079,1.58355,0.000835,0.000835,0.000835
52,909.847,1.544,1.9341,1.54446,0.42189,0.34286,0.3221,0.18419,1.51452,2.0493,1.56851,0.0008317,0.0008317,0.0008317
53,927.255,1.53188,1.90877,1.53654,0.40184,0.35483,0.33108,0.18945,1.5442,1.9626,1.60068,0.0008284,0.0008284,0.0008284
54,944.887,1.53636,1.87417,1.52475,0.39557,0.40513,0.36035,0.20696,1.53836,2.07638,1.58083,0.0008251,0.0008251,0.0008251
55,962.193,1.53974,1.86921,1.50859,0.44945,0.33721,0.33238,0.18637,1.56584,2.05962,1.59421,0.0008218,0.0008218,0.0008218
56,979.518,1.5391,1.86229,1.51997,0.43317,0.39326,0.35239,0.2021,1.52123,2.06842,1.58231,0.0008185,0.0008185,0.0008185
57,996.806,1.54863,1.88302,1.5452,0.43318,0.36898,0.34473,0.20075,1.54712,2.0125,1.58184,0.0008152,0.0008152,0.0008152
58,1014.53,1.47936,1.82506,1.48338,0.46548,0.32196,0.33895,0.19842,1.53358,2.21091,1.56407,0.0008119,0.0008119,0.0008119
59,1031.99,1.53079,1.84201,1.51998,0.41877,0.36812,0.33885,0.20356,1.49984,2.03529,1.5547,0.0008086,0.0008086,0.0008086
60,1049.41,1.5207,1.85731,1.50769,0.46651,0.37049,0.33345,0.19152,1.54334,2.09914,1.58543,0.0008053,0.0008053,0.0008053
61,1066.71,1.47732,1.77069,1.47783,0.41595,0.39577,0.34013,0.20704,1.50735,2.02627,1.57281,0.000802,0.000802,0.000802
62,1084.15,1.48341,1.75497,1.48106,0.4282,0.40963,0.37152,0.222,1.508,1.99233,1.56561,0.0007987,0.0007987,0.0007987
63,1101.82,1.46739,1.7754,1.47869,0.42454,0.40183,0.36684,0.21371,1.50537,2.02058,1.55619,0.0007954,0.0007954,0.0007954
64,1119.53,1.51983,1.83291,1.52641,0.43023,0.37155,0.34494,0.19244,1.52563,2.13297,1.58145,0.0007921,0.0007921,0.0007921
65,1136.92,1.49334,1.81217,1.47645,0.5293,0.37164,0.3895,0.23443,1.48898,1.99763,1.55892,0.0007888,0.0007888,0.0007888
66,1154.65,1.50519,1.76282,1.49924,0.46661,0.38194,0.36402,0.21498,1.51912,2.00517,1.55595,0.0007855,0.0007855,0.0007855
67,1172.27,1.48157,1.78794,1.47608,0.45597,0.36808,0.35667,0.21167,1.4779,2.0519,1.53504,0.0007822,0.0007822,0.0007822
68,1190.04,1.45325,1.72139,1.45145,0.42576,0.42768,0.37714,0.22254,1.4933,1.96104,1.53908,0.0007789,0.0007789,0.0007789
69,1207.38,1.44121,1.72413,1.44413,0.38171,0.40258,0.34919,0.20559,1.52008,2.05656,1.56687,0.0007756,0.0007756,0.0007756
70,1224.86,1.4881,1.73901,1.46398,0.43196,0.40313,0.37555,0.21956,1.51768,1.96331,1.55468,0.0007723,0.0007723,0.0007723
71,1242.18,1.45818,1.68741,1.46182,0.47338,0.36709,0.36136,0.21622,1.52797,1.98135,1.57869,0.000769,0.000769,0.000769
72,1259.48,1.44557,1.67306,1.44836,0.42639,0.42904,0.36795,0.20641,1.57739,2.03459,1.5833,0.0007657,0.0007657,0.0007657
73,1277.08,1.47613,1.66479,1.45035,0.44811,0.36786,0.34757,0.2068,1.5147,2.10084,1.54603,0.0007624,0.0007624,0.0007624
74,1294.36,1.46678,1.67176,1.45655,0.40984,0.44675,0.36895,0.21414,1.51257,1.95254,1.57114,0.0007591,0.0007591,0.0007591
75,1311.74,1.4334,1.57811,1.42874,0.46107,0.40536,0.38154,0.22668,1.50594,1.95556,1.54697,0.0007558,0.0007558,0.0007558
76,1329.18,1.44668,1.61521,1.4471,0.43218,0.40379,0.36286,0.21322,1.49589,1.99031,1.52662,0.0007525,0.0007525,0.0007525
77,1346.51,1.45039,1.64723,1.43551,0.49725,0.39164,0.39762,0.22595,1.49059,1.96487,1.53384,0.0007492,0.0007492,0.0007492
78,1363.95,1.44226,1.62846,1.41781,0.45726,0.37219,0.35989,0.20761,1.52161,2.00997,1.54639,0.0007459,0.0007459,0.0007459
79,1381.39,1.44509,1.63315,1.42917,0.40958,0.41303,0.34906,0.2029,1.53812,2.08233,1.56352,0.0007426,0.0007426,0.0007426
80,1398.82,1.40405,1.55486,1.40924,0.40998,0.38227,0.34381,0.20096,1.54881,2.00346,1.56722,0.0007393,0.0007393,0.0007393
81,1416.16,1.4346,1.5791,1.41061,0.45598,0.41057,0.37681,0.20662,1.62559,2.05203,1.63054,0.000736,0.000736,0.000736
82,1433.51,1.44857,1.59806,1.42601,0.44512,0.43635,0.40119,0.23694,1.52681,1.92065,1.56438,0.0007327,0.0007327,0.0007327
83,1450.8,1.44425,1.58082,1.43191,0.39939,0.42229,0.36753,0.20655,1.57199,2.02383,1.59242,0.0007294,0.0007294,0.0007294
84,1468.19,1.39317,1.52318,1.41546,0.44364,0.42377,0.37472,0.21432,1.50429,1.95747,1.5409,0.0007261,0.0007261,0.0007261
85,1485.48,1.38557,1.5098,1.40489,0.48705,0.38969,0.39076,0.23704,1.50206,1.94807,1.54589,0.0007228,0.0007228,0.0007228
86,1503,1.4093,1.49507,1.40807,0.51933,0.36982,0.38669,0.22521,1.53907,1.96617,1.5855,0.0007195,0.0007195,0.0007195
87,1520.48,1.41798,1.55011,1.40778,0.60216,0.31942,0.39295,0.22655,1.54412,1.96727,1.57304,0.0007162,0.0007162,0.0007162
88,1538.05,1.38419,1.49122,1.39121,0.50722,0.39878,0.39827,0.22378,1.50218,1.90153,1.54776,0.0007129,0.0007129,0.0007129
89,1555.5,1.38007,1.48533,1.40745,0.55028,0.37494,0.40692,0.23602,1.54338,1.8989,1.56615,0.0007096,0.0007096,0.0007096
90,1572.87,1.41367,1.54605,1.42888,0.43665,0.43743,0.3748,0.21684,1.5555,1.99912,1.57785,0.0007063,0.0007063,0.0007063
91,1590.34,1.40491,1.5125,1.39504,0.46046,0.41218,0.40333,0.2336,1.49923,1.86986,1.53042,0.000703,0.000703,0.000703
92,1607.98,1.41526,1.49247,1.41469,0.50979,0.38919,0.37901,0.22129,1.51335,1.94611,1.5502,0.0006997,0.0006997,0.0006997
93,1625.31,1.38084,1.47332,1.39516,0.4613,0.4209,0.40184,0.23133,1.46642,1.995,1.50745,0.0006964,0.0006964,0.0006964
94,1642.91,1.37293,1.43379,1.36783,0.45868,0.41011,0.38179,0.21431,1.5421,1.94153,1.56174,0.0006931,0.0006931,0.0006931
95,1660.16,1.38333,1.42983,1.39242,0.41849,0.46187,0.40285,0.23114,1.53432,1.94985,1.57502,0.0006898,0.0006898,0.0006898
96,1677.58,1.38526,1.42523,1.37651,0.48351,0.38288,0.37507,0.21597,1.50484,2.00142,1.54613,0.0006865,0.0006865,0.0006865
97,1694.85,1.35444,1.4224,1.36627,0.44207,0.42566,0.37314,0.21931,1.54684,1.97814,1.57472,0.0006832,0.0006832,0.0006832
98,1712.47,1.38833,1.42668,1.37914,0.51514,0.42735,0.41418,0.2505,1.48683,1.92438,1.54333,0.0006799,0.0006799,0.0006799
99,1729.97,1.33873,1.43536,1.36302,0.45549,0.45066,0.39219,0.22155,1.51823,1.97688,1.54967,0.0006766,0.0006766,0.0006766
100,1747.61,1.3897,1.44521,1.38027,0.47781,0.4094,0.38458,0.2231,1.48176,1.94,1.52327,0.0006733,0.0006733,0.0006733
101,1765.13,1.38318,1.43397,1.38544,0.51121,0.38105,0.3935,0.22411,1.57173,1.97119,1.57927,0.00067,0.00067,0.00067
102,1782.5,1.36105,1.38386,1.38042,0.48011,0.44614,0.41752,0.24583,1.47657,1.91185,1.54635,0.0006667,0.0006667,0.0006667
103,1799.93,1.33208,1.32214,1.37852,0.47648,0.44259,0.42334,0.24742,1.50447,1.86028,1.55477,0.0006634,0.0006634,0.0006634
104,1817.21,1.32749,1.31168,1.36154,0.52133,0.41541,0.41749,0.23789,1.52576,1.92231,1.56057,0.0006601,0.0006601,0.0006601
105,1834.57,1.3665,1.37841,1.36248,0.57825,0.43423,0.42327,0.25043,1.50702,1.9373,1.55927,0.0006568,0.0006568,0.0006568
106,1851.95,1.35246,1.33148,1.35593,0.41814,0.43973,0.39601,0.2292,1.51541,1.95592,1.55072,0.0006535,0.0006535,0.0006535
107,1869.26,1.38538,1.37294,1.37517,0.52805,0.38909,0.40791,0.24682,1.47469,1.94308,1.52654,0.0006502,0.0006502,0.0006502
108,1886.48,1.35536,1.35554,1.37057,0.50047,0.40742,0.40256,0.23246,1.49664,1.95149,1.5345,0.0006469,0.0006469,0.0006469
109,1904.14,1.3614,1.33872,1.35256,0.52648,0.42871,0.40812,0.23589,1.51913,1.90496,1.54209,0.0006436,0.0006436,0.0006436
110,1921.55,1.34061,1.31156,1.34472,0.46299,0.4555,0.40809,0.23927,1.48664,1.88691,1.51543,0.0006403,0.0006403,0.0006403
